19450.05	19955.25	20628.19	21227.01	-4957701208.57	-4484517285.41	-4011333362.25	-3601940458.14	-3188420417.45	-2587445591.51	-3623864952.91	-1452800057.90	-1834055708.55	-2054771477.64	-2063166823.69	-2063166823.69	-1897971863.51	22432.00	22160.64	21980.46	22090.60	22289.82	22495.19	-1422792149.55	-247503399.73	-539235103.39	-3625705910.17	-3646262246.01	-3282675906.93	-353285491.69	-3699199093.26	-3904835175.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20628.19	21227.01	-4961990271.45	-4484517285.41	-4011333362.25	-3601940458.14	-3188420417.45	-3448958650.27	-2551231341.69	-1556283746.91	-2139895051.25	-2208017343.57	-2063166823.69	-2063166823.69	-1105980650.82	22763.15	22373.21	22260.40	22125.35	22514.12	22653.55	22926.71	-3336861669.29	-3652650819.26	-3439548761.22	-3362438828.05	-3288263228.21	-450305746.80	-3358134295.88	-695441075.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20628.19	21227.01	-4910809976.30	-3933863638.99	-3848793006.16	-3597651395.26	-3188420417.45	-2706427735.43	-2882994163.18	-2182162928.47	-1217229457.70	-1446856502.14	-2063166823.69	-2063166823.69	-433356310.38	-4999488819.26	22696.72	22629.91	-3353312268.77	22557.89	22786.51	22862.14	-386979539.73	-3398177652.85	-3301569324.87	-3324585816.56	-3272810503.02	-3477989917.53	-745258163.25	-431593248.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20628.19	21227.01	-4245276505.96	-1965357952.66	-1669783399.23	-3401344926.78	-3188420417.45	-2711112873.62	-2097790986.08	-1442549787.75	-1707294564.26	-1532578554.42	-2190989038.87	-2118931618.61	-3453968367.61	-46358204.65	22997.07	22908.76	18791.80	22663.25	22857.21	23112.13	-3355674386.92	-3230120673.55	-3544588357.32	-637743482.23	-3147749406.20	-646866768.05	-3238090791.79	-575849703.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20628.19	21303.10	-3210240266.70	-4221577079.40	-3092291512.90	-2655703100.83	-3188254326.43	-2723752086.39	-2150132663.68	-1370599428.73	-1642897872.66	-2357186353.43	-2050316260.75	-3740227344.85	-3330955099.42	-658825351.01	23149.60	23289.96	-5872964112.76	23084.90	22922.71	23317.09	-4259778081.35	-3158808725.91	-3515219247.01	-3240747561.98	-734768059.45	-395180855.33	-3156863282.02	-757470648.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20673.87	-4782678957.88	-5099462762.13	-2746956587.41	-2969841512.96	-2516026675.90	-3188254326.43	-2723702714.47	-2281074765.60	-1609106805.48	-1758130713.83	-2106100120.66	-649026988.99	-507200451.25	-3518794639.76	-564825214.15	-2942069541.93	23303.52	23428.97	23344.27	23180.94	-4367053658.74	-2215200805.77	-3181444464.73	-3434395135.88	-3213714361.95	-3448489594.65	-518063407.21	-3339436872.77	-554377414.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20610.65	-4310310657.18	-4490490075.08	-2024062140.58	-2756656320.18	-2472518824.01	-3175781139.23	-2723702714.47	-2292889329.24	-2276408465.93	-2426197783.28	-2075742397.32	-3587657779.51	-3254819597.92	-3454939727.09	-3434101241.31	-788335862.91	22266.88	23429.28	-4537820614.37	22335.88	-7513343312.21	-7228075934.89	-254661769.70	-3174217074.13	-3532991454.13	-491164904.14	-194631736.30	-3673673352.54	-723394076.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20622.19	-4532171116.50	-4320123747.81	-2181092417.49	-2986867120.27	-2144820031.37	-3188254326.43	-2723702714.47	-2293038286.40	-2185420587.03	-2063530206.26	-1020339845.96	-3573099934.02	-607100411.23	-572862369.96	-570876675.85	-3853282462.89	-6322335692.46	23540.45	22357.51	-7577263511.62	23509.44	17887.07	-3509588181.94	-3552972092.59	-3785993735.53	-3394317968.76	-3690968304.55	-528915539.66	-3802019124.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20628.13	-4842767632.45	-3595802667.79	-1738358263.00	-3486097141.96	-2691157135.23	-3188204305.22	-2723702714.47	-2293038286.40	-2153283091.95	-2063349603.41	-768905141.16	-3163607566.15	-496181061.53	-3514852451.33	-3356794644.49	-3549225186.48	-3010644677.02	-7466368858.36	-4353937749.16	-7423521633.71	-7411060423.90	17856.17	-3372614730.90	-3144363443.37	-3552476108.13	-3646740965.70	-3363168285.45	-3608770235.70	-776775110.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19450.05	19955.25	20622.39	-4429276974.25	-3169914548.71	-2220689471.74	-5182672877.08	-3567929682.18	-3188420416.69	-2723702714.47	-2293038286.40	-2105967481.76	-2097028119.01	-655581889.35	-469248774.21	-3449228858.60	-3664039196.25	-3254737605.59	-3447940440.22	-740605008.25	-7398321495.20	18002.41	17913.05	19311.58	-7529891241.15	-3727339447.47	-3472318018.37	-3689330325.23	-3553141248.78	-629407336.98	-3491420088.83	-762384141.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
